ID_code,target
train_84761,0.11
train_84762,0.01
train_84763,0.11
train_84764,0.1
train_84765,0.03
train_84766,0.06
train_84767,0.07
train_84768,0.1
train_84769,0.11
train_84770,0.18
train_84771,0.2
train_84772,0.19
train_84773,0.06
train_84774,0.08
train_84775,0.1
train_84776,0.06
train_84777,0.09
train_84778,0.06
train_84779,0.1
train_84780,0.12
train_84781,0.16
train_84782,0.16
train_84783,0.11
train_84784,0.17
train_84785,0.04
train_84786,0.28
train_84787,0.15
train_84788,0.02
train_84789,0.08
train_84790,0.04
train_84791,0.05
train_84792,0.15
train_84793,0.03
train_84794,0.06
train_84795,0.08
train_84796,0.16
train_84797,0.33
train_84798,0.1
train_84799,0.17
train_84800,0.09
train_84801,0.07
train_84802,0.3
train_84803,0.13
train_84804,0.15
train_84805,0.18
train_84806,0.05
train_84807,0.12
train_84808,0.13
train_84809,0.13
train_84810,0.1
train_84811,0.11
train_84812,0.04
train_84813,0.09
train_84814,0.12
train_84815,0.13
train_84816,0.14
train_84817,0.2
train_84818,0.06
train_84819,0.13
train_84820,0.06
train_84821,0.08
train_84822,0.12
train_84823,0.04
train_84824,0.1
train_84825,0.08
train_84826,0.15
train_84827,0.15
train_84828,0.12
train_84829,0.16
train_84830,0.05
train_84831,0.07
train_84832,0.16
train_84833,0.09
train_84834,0.05
train_84835,0.04
train_84836,0.1
train_84837,0.11
train_84838,0.08
train_84839,0.11
train_84840,0.31
train_84841,0.11
train_84842,0.06
train_84843,0.13
train_84844,0.19
train_84845,0.14
train_84846,0.21
train_84847,0.1
train_84848,0.08
train_84849,0.13
train_84850,0.15
train_84851,0.02
train_84852,0.08
train_84853,0.21
train_84854,0.08
train_84855,0.04
train_84856,0.08
train_84857,0.1
train_84858,0.13
train_84859,0.13
train_84860,0.09
train_84861,0.06
train_84862,0.25
train_84863,0.05
train_84864,0.15
train_84865,0.16
train_84866,0.03
train_84867,0.06
train_84868,0.14
train_84869,0.12
train_84870,0.11
train_84871,0.06
train_84872,0.14
train_84873,0.04
train_84874,0.34
train_84875,0.19
train_84876,0.11
train_84877,0.16
train_84878,0.09
train_84879,0.13
train_84880,0.11
train_84881,0.07
train_84882,0.09
train_84883,0.07
train_84884,0.05
train_84885,0.12
train_84886,0.11
train_84887,0.18
train_84888,0.12
train_84889,0.06
train_84890,0.12
train_84891,0.09
train_84892,0.02
train_84893,0.03
train_84894,0.14
train_84895,0.17
train_84896,0.06
train_84897,0.24
train_84898,0.1
train_84899,0.14
train_84900,0.1
train_84901,0.12
train_84902,0.11
train_84903,0.07
train_84904,0.14
train_84905,0.05
train_84906,0.11
train_84907,0.17
train_84908,0.09
train_84909,0.18
train_84910,0.1
train_84911,0.08
train_84912,0.14
train_84913,0.06
train_84914,0.04
train_84915,0.14
train_84916,0.19
train_84917,0.08
train_84918,0.13
train_84919,0.09
train_84920,0.01
train_84921,0.16
train_84922,0.09
train_84923,0.12
train_84924,0.05
train_84925,0.06
train_84926,0.09
train_84927,0.24
train_84928,0.12
train_84929,0.13
train_84930,0.03
train_84931,0.08
train_84932,0.13
train_84933,0.18
train_84934,0.04
train_84935,0.1
train_84936,0.03
train_84937,0.12
train_84938,0.06
train_84939,0.18
train_84940,0.09
train_84941,0.06
train_84942,0.12
train_84943,0.19
train_84944,0.03
train_84945,0.04
train_84946,0.22
train_84947,0.27
train_84948,0.14
train_84949,0.07
train_84950,0.13
train_84951,0.06
train_84952,0.22
train_84953,0.14
train_84954,0.27
train_84955,0.12
train_84956,0.07
train_84957,0.02
train_84958,0.05
train_84959,0.09
train_84960,0.13
train_84961,0.11
train_84962,0.09
train_84963,0.06
train_84964,0.09
train_84965,0.09
train_84966,0.12
train_84967,0.15
train_84968,0.08
train_84969,0.18
train_84970,0.23
train_84971,0.11
train_84972,0.15
train_84973,0.19
train_84974,0.07
train_84975,0.14
train_84976,0.23
train_84977,0.07
train_84978,0.19
train_84979,0.01
train_84980,0.11
train_84981,0.22
train_84982,0.01
train_84983,0.1
train_84984,0.07
train_84985,0.27
train_84986,0.07
train_84987,0.13
train_84988,0.13
train_84989,0.06
train_84990,0.15
train_84991,0.14
train_84992,0.25
train_84993,0.05
train_84994,0.08
train_84995,0.21
train_84996,0.06
train_84997,0.08
train_84998,0.08
train_84999,0.21
train_85000,0.14
train_85001,0.03
train_85002,0.06
train_85003,0.09
train_85004,0.01
train_85005,0.11
train_85006,0.19
train_85007,0.09
train_85008,0.09
train_85009,0.06
train_85010,0.21
train_85011,0.05
train_85012,0.04
train_85013,0.07
train_85014,0.16
train_85015,0.04
train_85016,0.09
train_85017,0.15
train_85018,0.11
train_85019,0.11
train_85020,0.1
train_85021,0.1
train_85022,0.12
train_85023,0.12
train_85024,0.07
train_85025,0.06
train_85026,0.14
train_85027,0.16
train_85028,0.08
train_85029,0.1
train_85030,0.1
train_85031,0.17
train_85032,0.16
train_85033,0.23
train_85034,0.18
train_85035,0.08
train_85036,0.17
train_85037,0.19
train_85038,0.13
train_85039,0.14
train_85040,0.21
train_85041,0.12
train_85042,0.15
train_85043,0.04
train_85044,0.16
train_85045,0.16
train_85046,0.16
train_85047,0.01
train_85048,0.3
train_85049,0.11
train_85050,0.02
train_85051,0.12
train_85052,0.12
train_85053,0.12
train_85054,0.09
train_85055,0.09
train_85056,0.13
train_85057,0.03
train_85058,0.12
train_85059,0.14
train_85060,0.08
train_85061,0.09
train_85062,0.11
train_85063,0.08
train_85064,0.17
train_85065,0.1
train_85066,0.03
train_85067,0.08
train_85068,0.08
train_85069,0.12
train_85070,0.25
train_85071,0.06
train_85072,0.16
train_85073,0.19
train_85074,0.07
train_85075,0.1
train_85076,0.05
train_85077,0.09
train_85078,0.09
train_85079,0.02
train_85080,0.21
train_85081,0.14
train_85082,0.12
train_85083,0.01
train_85084,0.13
train_85085,0.1
train_85086,0.13
train_85087,0.08
train_85088,0.16
train_85089,0.02
train_85090,0.1
train_85091,0.08
train_85092,0.07
train_85093,0.04
train_85094,0.1
train_85095,0.06
train_85096,0.05
train_85097,0.03
train_85098,0.11
train_85099,0.07
train_85100,0.07
train_85101,0.1
train_85102,0.11
train_85103,0.16
train_85104,0.13
train_85105,0.1
train_85106,0.03
train_85107,0.18
train_85108,0.1
train_85109,0.04
train_85110,0.04
train_85111,0.06
train_85112,0.02
train_85113,0.23
train_85114,0.2
train_85115,0.05
train_85116,0.14
train_85117,0.12
train_85118,0.02
train_85119,0.07
train_85120,0.06
train_85121,0.14
train_85122,0.04
train_85123,0.13
train_85124,0.02
train_85125,0.08
train_85126,0.01
train_85127,0.07
train_85128,0.17
train_85129,0.18
train_85130,0.1
train_85131,0.13
train_85132,0.11
train_85133,0.2
train_85134,0.07
train_85135,0.16
train_85136,0.01
train_85137,0.17
train_85138,0.11
train_85139,0.14
train_85140,0.04
train_85141,0.1
train_85142,0.03
train_85143,0.04
train_85144,0.11
train_85145,0.03
train_85146,0.19
train_85147,0.09
train_85148,0.15
train_85149,0.1
train_85150,0.12
train_85151,0.05
train_85152,0.42
train_85153,0.07
train_85154,0.18
train_85155,0.17
train_85156,0.1
train_85157,0.15
train_85158,0.28
train_85159,0.16
train_85160,0.07
train_85161,0.06
train_85162,0.06
train_85163,0.0
train_85164,0.15
train_85165,0.04
train_85166,0.09
train_85167,0.03
train_85168,0.07
train_85169,0.19
train_85170,0.05
train_85171,0.05
train_85172,0.11
train_85173,0.05
train_85174,0.09
train_85175,0.24
train_85176,0.04
train_85177,0.12
train_85178,0.16
train_85179,0.17
train_85180,0.13
train_85181,0.02
train_85182,0.01
train_85183,0.21
train_85184,0.05
train_85185,0.21
train_85186,0.08
train_85187,0.07
train_85188,0.14
train_85189,0.01
train_85190,0.01
train_85191,0.05
train_85192,0.16
train_85193,0.06
train_85194,0.11
train_85195,0.18
train_85196,0.19
train_85197,0.1
train_85198,0.06
train_85199,0.06
train_85200,0.07
train_85201,0.05
train_85202,0.07
train_85203,0.04
train_85204,0.15
train_85205,0.16
train_85206,0.15
train_85207,0.07
train_85208,0.13
train_85209,0.15
train_85210,0.11
train_85211,0.09
train_85212,0.04
train_85213,0.03
train_85214,0.05
train_85215,0.08
train_85216,0.14
train_85217,0.1
train_85218,0.06
train_85219,0.05
train_85220,0.1
train_85221,0.05
train_85222,0.07
train_85223,0.14
train_85224,0.08
train_85225,0.13
train_85226,0.09
train_85227,0.11
train_85228,0.07
train_85229,0.35
train_85230,0.22
train_85231,0.03
train_85232,0.16
train_85233,0.24
train_85234,0.15
train_85235,0.03
train_85236,0.11
train_85237,0.11
train_85238,0.01
train_85239,0.11
train_85240,0.03
train_85241,0.18
train_85242,0.08
train_85243,0.06
train_85244,0.09
train_85245,0.04
train_85246,0.06
train_85247,0.0
train_85248,0.12
train_85249,0.16
train_85250,0.22
train_85251,0.09
train_85252,0.05
train_85253,0.17
train_85254,0.09
train_85255,0.08
train_85256,0.02
train_85257,0.05
train_85258,0.18
train_85259,0.05
train_85260,0.01
train_85261,0.08
train_85262,0.14
train_85263,0.19
train_85264,0.11
train_85265,0.1
train_85266,0.1
train_85267,0.14
train_85268,0.04
train_85269,0.21
train_85270,0.06
train_85271,0.25
train_85272,0.13
train_85273,0.05
train_85274,0.12
train_85275,0.1
train_85276,0.18
train_85277,0.39
train_85278,0.04
train_85279,0.2
train_85280,0.14
train_85281,0.07
train_85282,0.23
train_85283,0.15
train_85284,0.1
train_85285,0.09
train_85286,0.1
train_85287,0.19
train_85288,0.28
train_85289,0.03
train_85290,0.08
train_85291,0.24
train_85292,0.07
train_85293,0.18
train_85294,0.18
train_85295,0.16
train_85296,0.19
train_85297,0.07
train_85298,0.0
train_85299,0.04
train_85300,0.1
train_85301,0.45
train_85302,0.04
train_85303,0.25
train_85304,0.1
train_85305,0.18
train_85306,0.08
train_85307,0.07
train_85308,0.15
train_85309,0.12
train_85310,0.16
train_85311,0.17
train_85312,0.12
train_85313,0.07
train_85314,0.13
train_85315,0.03
train_85316,0.12
train_85317,0.02
train_85318,0.04
train_85319,0.1
train_85320,0.1
train_85321,0.12
train_85322,0.16
train_85323,0.0
train_85324,0.14
train_85325,0.12
train_85326,0.08
train_85327,0.09
train_85328,0.02
train_85329,0.07
train_85330,0.11
train_85331,0.08
train_85332,0.09
train_85333,0.04
train_85334,0.19
train_85335,0.18
train_85336,0.19
train_85337,0.14
train_85338,0.03
train_85339,0.07
train_85340,0.14
train_85341,0.11
train_85342,0.12
train_85343,0.01
train_85344,0.17
train_85345,0.08
train_85346,0.09
train_85347,0.04
train_85348,0.09
train_85349,0.03
train_85350,0.13
train_85351,0.13
train_85352,0.06
train_85353,0.04
train_85354,0.32
train_85355,0.2
train_85356,0.01
train_85357,0.04
train_85358,0.15
train_85359,0.08
train_85360,0.08
train_85361,0.18
train_85362,0.08
train_85363,0.21
train_85364,0.02
train_85365,0.03
train_85366,0.28
train_85367,0.17
train_85368,0.07
train_85369,0.15
train_85370,0.09
train_85371,0.06
train_85372,0.26
train_85373,0.11
train_85374,0.05
train_85375,0.06
train_85376,0.04
train_85377,0.05
train_85378,0.03
train_85379,0.03
train_85380,0.08
train_85381,0.03
train_85382,0.15
train_85383,0.15
train_85384,0.09
train_85385,0.1
train_85386,0.14
train_85387,0.09
train_85388,0.1
train_85389,0.11
train_85390,0.0
train_85391,0.21
train_85392,0.06
train_85393,0.08
train_85394,0.05
train_85395,0.22
train_85396,0.09
train_85397,0.17
train_85398,0.02
train_85399,0.01
train_85400,0.07
train_85401,0.36
train_85402,0.06
train_85403,0.1
train_85404,0.15
train_85405,0.16
train_85406,0.06
train_85407,0.08
train_85408,0.0
train_85409,0.22
train_85410,0.17
train_85411,0.04
train_85412,0.07
train_85413,0.21
train_85414,0.08
train_85415,0.11
train_85416,0.26
train_85417,0.09
train_85418,0.14
train_85419,0.05
train_85420,0.14
train_85421,0.02
train_85422,0.08
train_85423,0.01
train_85424,0.08
train_85425,0.04
train_85426,0.1
train_85427,0.23
train_85428,0.03
train_85429,0.19
train_85430,0.05
train_85431,0.05
train_85432,0.16
train_85433,0.11
train_85434,0.12
train_85435,0.06
train_85436,0.09
train_85437,0.26
train_85438,0.13
train_85439,0.1
train_85440,0.03
train_85441,0.04
train_85442,0.09
train_85443,0.01
train_85444,0.09
train_85445,0.15
train_85446,0.06
train_85447,0.19
train_85448,0.1
train_85449,0.15
train_85450,0.05
train_85451,0.13
train_85452,0.07
train_85453,0.14
train_85454,0.1
train_85455,0.1
train_85456,0.15
train_85457,0.04
train_85458,0.13
train_85459,0.25
train_85460,0.09
train_85461,0.05
train_85462,0.09
train_85463,0.03
train_85464,0.26
train_85465,0.18
train_85466,0.09
train_85467,0.11
train_85468,0.13
train_85469,0.11
train_85470,0.09
train_85471,0.26
train_85472,0.01
train_85473,0.14
train_85474,0.03
train_85475,0.19
train_85476,0.14
train_85477,0.08
train_85478,0.19
train_85479,0.07
train_85480,0.05
train_85481,0.11
train_85482,0.08
train_85483,0.1
train_85484,0.22
train_85485,0.17
train_85486,0.14
train_85487,0.08
train_85488,0.17
train_85489,0.11
train_85490,0.13
train_85491,0.07
train_85492,0.07
train_85493,0.22
train_85494,0.02
train_85495,0.1
train_85496,0.03
train_85497,0.17
train_85498,0.11
train_85499,0.09
train_85500,0.19
train_85501,0.03
train_85502,0.13
train_85503,0.2
train_85504,0.08
train_85505,0.09
train_85506,0.02
train_85507,0.14
train_85508,0.16
train_85509,0.11
train_85510,0.14
train_85511,0.06
train_85512,0.13
train_85513,0.15
train_85514,0.11
train_85515,0.08
train_85516,0.11
train_85517,0.11
train_85518,0.2
train_85519,0.09
train_85520,0.05
train_85521,0.14
train_85522,0.13
train_85523,0.08
train_85524,0.14
train_85525,0.13
train_85526,0.25
train_85527,0.11
train_85528,0.11
train_85529,0.16
train_85530,0.05
train_85531,0.12
train_85532,0.12
train_85533,0.06
train_85534,0.13
train_85535,0.13
train_85536,0.18
train_85537,0.1
train_85538,0.17
train_85539,0.18
train_85540,0.01
train_85541,0.12
train_85542,0.15
train_85543,0.01
train_85544,0.14
train_85545,0.05
train_85546,0.04
train_85547,0.11
train_85548,0.22
train_85549,0.05
train_85550,0.11
train_85551,0.07
train_85552,0.19
train_85553,0.03
train_85554,0.1
train_85555,0.05
train_85556,0.09
train_85557,0.19
train_85558,0.0
train_85559,0.04
train_85560,0.03
train_85561,0.2
train_85562,0.13
train_85563,0.16
train_85564,0.06
train_85565,0.14
train_85566,0.12
train_85567,0.08
train_85568,0.17
train_85569,0.09
train_85570,0.18
train_85571,0.13
train_85572,0.16
train_85573,0.21
train_85574,0.27
train_85575,0.17
train_85576,0.05
train_85577,0.08
train_85578,0.04
train_85579,0.01
train_85580,0.02
train_85581,0.15
train_85582,0.08
train_85583,0.1
train_85584,0.13
train_85585,0.02
train_85586,0.03
train_85587,0.06
train_85588,0.02
train_85589,0.11
train_85590,0.02
train_85591,0.14
train_85592,0.05
train_85593,0.17
train_85594,0.06
train_85595,0.06
train_85596,0.13
train_85597,0.09
train_85598,0.36
train_85599,0.12
train_85600,0.02
train_85601,0.03
train_85602,0.04
train_85603,0.23
train_85604,0.33
train_85605,0.12
train_85606,0.29
train_85607,0.1
train_85608,0.12
train_85609,0.02
train_85610,0.1
train_85611,0.11
train_85612,0.01
train_85613,0.07
train_85614,0.08
train_85615,0.08
train_85616,0.08
train_85617,0.06
train_85618,0.08
train_85619,0.07
train_85620,0.19
train_85621,0.09
train_85622,0.13
train_85623,0.04
train_85624,0.15
train_85625,0.19
train_85626,0.14
train_85627,0.18
train_85628,0.09
train_85629,0.12
train_85630,0.02
train_85631,0.12
train_85632,0.06
train_85633,0.06
train_85634,0.18
train_85635,0.15
train_85636,0.07
train_85637,0.15
train_85638,0.14
train_85639,0.11
train_85640,0.09
train_85641,0.03
train_85642,0.22
train_85643,0.1
train_85644,0.14
train_85645,0.11
train_85646,0.07
train_85647,0.18
train_85648,0.18
train_85649,0.1
train_85650,0.09
train_85651,0.07
train_85652,0.14
train_85653,0.17
train_85654,0.28
train_85655,0.26
train_85656,0.23
train_85657,0.22
train_85658,0.06
train_85659,0.12
train_85660,0.24
train_85661,0.06
train_85662,0.12
train_85663,0.03
train_85664,0.12
train_85665,0.24
train_85666,0.08
train_85667,0.03
train_85668,0.07
train_85669,0.12
train_85670,0.02
train_85671,0.06
train_85672,0.06
train_85673,0.24
train_85674,0.09
train_85675,0.22
train_85676,0.15
train_85677,0.23
train_85678,0.21
train_85679,0.24
train_85680,0.09
train_85681,0.06
train_85682,0.1
train_85683,0.15
train_85684,0.1
train_85685,0.23
train_85686,0.02
train_85687,0.1
train_85688,0.25
train_85689,0.12
train_85690,0.07
train_85691,0.03
train_85692,0.1
train_85693,0.17
train_85694,0.18
train_85695,0.07
train_85696,0.1
train_85697,0.1
train_85698,0.05
train_85699,0.07
train_85700,0.29
train_85701,0.06
train_85702,0.04
train_85703,0.17
train_85704,0.08
train_85705,0.02
train_85706,0.02
train_85707,0.04
train_85708,0.08
train_85709,0.05
train_85710,0.21
train_85711,0.34
train_85712,0.12
train_85713,0.04
train_85714,0.1
train_85715,0.08
train_85716,0.07
train_85717,0.08
train_85718,0.28
train_85719,0.03
train_85720,0.15
train_85721,0.26
train_85722,0.11
train_85723,0.04
train_85724,0.24
train_85725,0.02
train_85726,0.05
train_85727,0.1
train_85728,0.22
train_85729,0.06
train_85730,0.04
train_85731,0.15
train_85732,0.05
train_85733,0.19
train_85734,0.17
train_85735,0.14
train_85736,0.21
train_85737,0.02
train_85738,0.2
train_85739,0.04
train_85740,0.11
train_85741,0.09
train_85742,0.19
train_85743,0.18
train_85744,0.28
train_85745,0.06
train_85746,0.27
train_85747,0.21
train_85748,0.28
train_85749,0.05
train_85750,0.13
train_85751,0.17
train_85752,0.01
train_85753,0.04
train_85754,0.13
train_85755,0.04
train_85756,0.22
train_85757,0.12
train_85758,0.08
train_85759,0.09
train_85760,0.05
train_85761,0.1
train_85762,0.07
train_85763,0.04
train_85764,0.11
train_85765,0.09
train_85766,0.1
train_85767,0.13
train_85768,0.13
train_85769,0.03
train_85770,0.16
train_85771,0.12
train_85772,0.17
train_85773,0.13
train_85774,0.15
train_85775,0.12
train_85776,0.2
train_85777,0.07
train_85778,0.09
train_85779,0.23
train_85780,0.04
train_85781,0.09
train_85782,0.04
train_85783,0.19
train_85784,0.07
train_85785,0.04
train_85786,0.05
train_85787,0.05
train_85788,0.11
train_85789,0.19
train_85790,0.06
train_85791,0.24
train_85792,0.1
train_85793,0.13
train_85794,0.14
train_85795,0.09
train_85796,0.11
train_85797,0.14
train_85798,0.1
train_85799,0.04
train_85800,0.22
train_85801,0.24
train_85802,0.09
train_85803,0.25
train_85804,0.13
train_85805,0.13
train_85806,0.03
train_85807,0.1
train_85808,0.07
train_85809,0.19
train_85810,0.18
train_85811,0.03
train_85812,0.08
train_85813,0.04
train_85814,0.06
train_85815,0.1
train_85816,0.09
train_85817,0.09
train_85818,0.07
train_85819,0.04
train_85820,0.15
train_85821,0.11
train_85822,0.1
train_85823,0.05
train_85824,0.09
train_85825,0.04
train_85826,0.13
train_85827,0.13
train_85828,0.06
train_85829,0.11
train_85830,0.17
train_85831,0.14
train_85832,0.15
train_85833,0.36
train_85834,0.21
train_85835,0.03
train_85836,0.19
train_85837,0.27
train_85838,0.3
train_85839,0.07
train_85840,0.02
train_85841,0.05
train_85842,0.01
train_85843,0.2
train_85844,0.13
train_85845,0.19
train_85846,0.11
train_85847,0.06
train_85848,0.14
train_85849,0.13
train_85850,0.14
train_85851,0.04
train_85852,0.14
train_85853,0.15
train_85854,0.03
train_85855,0.08
train_85856,0.05
train_85857,0.14
train_85858,0.08
train_85859,0.14
train_85860,0.28
train_85861,0.12
train_85862,0.05
train_85863,0.03
train_85864,0.14
train_85865,0.06
train_85866,0.18
train_85867,0.12
train_85868,0.01
train_85869,0.27
train_85870,0.24
train_85871,0.14
train_85872,0.02
train_85873,0.07
train_85874,0.03
train_85875,0.19
train_85876,0.05
train_85877,0.14
train_85878,0.12
train_85879,0.07
train_85880,0.02
train_85881,0.1
train_85882,0.2
train_85883,0.19
train_85884,0.1
train_85885,0.06
train_85886,0.05
train_85887,0.08
train_85888,0.26
train_85889,0.29
train_85890,0.06
train_85891,0.16
train_85892,0.21
train_85893,0.1
train_85894,0.1
train_85895,0.08
train_85896,0.26
train_85897,0.13
train_85898,0.07
train_85899,0.22
train_85900,0.14
train_85901,0.03
train_85902,0.12
train_85903,0.04
train_85904,0.17
train_85905,0.05
train_85906,0.12
train_85907,0.07
train_85908,0.1
train_85909,0.07
train_85910,0.09
train_85911,0.06
train_85912,0.11
train_85913,0.28
train_85914,0.03
train_85915,0.05
train_85916,0.09
train_85917,0.05
train_85918,0.16
train_85919,0.11
train_85920,0.13
train_85921,0.02
train_85922,0.08
train_85923,0.09
train_85924,0.21
train_85925,0.1
train_85926,0.04
train_85927,0.11
train_85928,0.16
train_85929,0.05
train_85930,0.09
train_85931,0.05
train_85932,0.06
train_85933,0.12
train_85934,0.11
train_85935,0.28
train_85936,0.16
train_85937,0.13
train_85938,0.01
train_85939,0.09
train_85940,0.11
train_85941,0.18
train_85942,0.2
train_85943,0.05
train_85944,0.16
train_85945,0.16
train_85946,0.15
train_85947,0.09
train_85948,0.13
train_85949,0.07
train_85950,0.17
train_85951,0.04
train_85952,0.13
train_85953,0.12
train_85954,0.12
train_85955,0.01
train_85956,0.12
train_85957,0.27
train_85958,0.11
train_85959,0.07
train_85960,0.1
train_85961,0.02
train_85962,0.04
train_85963,0.1
train_85964,0.13
train_85965,0.03
train_85966,0.14
train_85967,0.21
train_85968,0.04
train_85969,0.13
train_85970,0.04
train_85971,0.11
train_85972,0.07
train_85973,0.14
train_85974,0.13
train_85975,0.08
train_85976,0.05
train_85977,0.06
train_85978,0.06
train_85979,0.11
train_85980,0.09
train_85981,0.22
train_85982,0.15
train_85983,0.07
train_85984,0.27
train_85985,0.1
train_85986,0.09
train_85987,0.1
train_85988,0.08
train_85989,0.18
train_85990,0.08
train_85991,0.07
train_85992,0.1
train_85993,0.06
train_85994,0.12
train_85995,0.07
train_85996,0.09
train_85997,0.11
train_85998,0.11
train_85999,0.18
train_86000,0.17
train_86001,0.07
train_86002,0.06
train_86003,0.2
train_86004,0.15
train_86005,0.18
train_86006,0.11
train_86007,0.05
train_86008,0.04
train_86009,0.05
train_86010,0.12
train_86011,0.1
train_86012,0.05
train_86013,0.12
train_86014,0.07
train_86015,0.05
train_86016,0.14
train_86017,0.28
train_86018,0.09
train_86019,0.07
train_86020,0.12
train_86021,0.18
train_86022,0.12
train_86023,0.09
train_86024,0.12
train_86025,0.03
train_86026,0.08
train_86027,0.13
train_86028,0.1
train_86029,0.1
train_86030,0.14
train_86031,0.12
train_86032,0.15
train_86033,0.1
train_86034,0.02
train_86035,0.16
train_86036,0.09
train_86037,0.22
train_86038,0.08
train_86039,0.13
train_86040,0.14
train_86041,0.07
train_86042,0.15
train_86043,0.11
train_86044,0.07
train_86045,0.09
train_86046,0.13
train_86047,0.09
train_86048,0.04
train_86049,0.33
train_86050,0.2
train_86051,0.05
train_86052,0.13
train_86053,0.09
train_86054,0.11
train_86055,0.15
train_86056,0.05
train_86057,0.21
train_86058,0.22
train_86059,0.19
train_86060,0.24
train_86061,0.12
train_86062,0.14
train_86063,0.16
train_86064,0.16
train_86065,0.17
train_86066,0.12
train_86067,0.11
train_86068,0.15
train_86069,0.14
train_86070,0.11
train_86071,0.18
train_86072,0.1
train_86073,0.06
train_86074,0.12
train_86075,0.07
train_86076,0.08
train_86077,0.01
train_86078,0.22
train_86079,0.23
train_86080,0.07
train_86081,0.09
train_86082,0.14
train_86083,0.12
train_86084,0.09
train_86085,0.1
train_86086,0.03
train_86087,0.12
train_86088,0.03
train_86089,0.09
train_86090,0.07
train_86091,0.03
train_86092,0.09
train_86093,0.03
train_86094,0.12
train_86095,0.1
train_86096,0.15
train_86097,0.17
train_86098,0.11
train_86099,0.1
train_86100,0.03
train_86101,0.1
train_86102,0.17
train_86103,0.05
train_86104,0.13
train_86105,0.17
train_86106,0.03
train_86107,0.42
train_86108,0.12
train_86109,0.19
train_86110,0.28
train_86111,0.02
train_86112,0.04
train_86113,0.02
train_86114,0.11
train_86115,0.02
train_86116,0.02
train_86117,0.04
train_86118,0.22
train_86119,0.1
train_86120,0.05
train_86121,0.27
train_86122,0.13
train_86123,0.12
train_86124,0.1
train_86125,0.06
train_86126,0.15
train_86127,0.08
train_86128,0.17
train_86129,0.08
train_86130,0.05
train_86131,0.05
train_86132,0.13
train_86133,0.11
train_86134,0.03
train_86135,0.0
train_86136,0.12
train_86137,0.09
train_86138,0.12
train_86139,0.18
train_86140,0.19
train_86141,0.09
train_86142,0.17
train_86143,0.12
train_86144,0.08
train_86145,0.07
train_86146,0.11
train_86147,0.12
train_86148,0.09
train_86149,0.17
train_86150,0.16
train_86151,0.14
train_86152,0.08
train_86153,0.11
train_86154,0.14
train_86155,0.25
train_86156,0.05
train_86157,0.02
train_86158,0.29
train_86159,0.24
train_86160,0.11
train_86161,0.18
train_86162,0.13
train_86163,0.05
train_86164,0.08
train_86165,0.12
train_86166,0.07
train_86167,0.17
train_86168,0.1
train_86169,0.16
train_86170,0.28
train_86171,0.18
train_86172,0.02
train_86173,0.07
train_86174,0.06
train_86175,0.03
train_86176,0.12
train_86177,0.13
train_86178,0.08
train_86179,0.14
train_86180,0.11
train_86181,0.1
train_86182,0.17
train_86183,0.05
train_86184,0.02
train_86185,0.16
train_86186,0.1
train_86187,0.1
train_86188,0.04
train_86189,0.06
train_86190,0.12
train_86191,0.18
train_86192,0.09
train_86193,0.15
train_86194,0.23
train_86195,0.07
train_86196,0.1
train_86197,0.14
train_86198,0.31
train_86199,0.14
train_86200,0.15
train_86201,0.14
train_86202,0.14
train_86203,0.22
train_86204,0.18
train_86205,0.31
train_86206,0.14
train_86207,0.08
train_86208,0.07
train_86209,0.1
train_86210,0.12
train_86211,0.09
train_86212,0.03
train_86213,0.2
train_86214,0.24
train_86215,0.08
train_86216,0.07
train_86217,0.08
train_86218,0.11
train_86219,0.1
train_86220,0.13
train_86221,0.07
train_86222,0.28
train_86223,0.08
train_86224,0.09
train_86225,0.08
train_86226,0.07
train_86227,0.15
train_86228,0.13
train_86229,0.08
train_86230,0.21
train_86231,0.02
train_86232,0.07
train_86233,0.13
train_86234,0.07
train_86235,0.04
train_86236,0.12
train_86237,0.18
train_86238,0.1
train_86239,0.11
train_86240,0.16
train_86241,0.11
train_86242,0.1
train_86243,0.09
train_86244,0.1
train_86245,0.22
train_86246,0.17
train_86247,0.03
train_86248,0.13
train_86249,0.07
train_86250,0.07
train_86251,0.02
train_86252,0.11
train_86253,0.13
train_86254,0.04
train_86255,0.02
train_86256,0.04
train_86257,0.1
train_86258,0.15
train_86259,0.07
train_86260,0.11
train_86261,0.17
train_86262,0.1
train_86263,0.05
train_86264,0.19
train_86265,0.11
train_86266,0.14
train_86267,0.15
train_86268,0.08
train_86269,0.11
train_86270,0.06
train_86271,0.12
train_86272,0.18
train_86273,0.21
train_86274,0.1
train_86275,0.11
train_86276,0.13
train_86277,0.12
train_86278,0.18
train_86279,0.16
train_86280,0.06
train_86281,0.29
train_86282,0.07
train_86283,0.11
train_86284,0.08
train_86285,0.13
train_86286,0.11
train_86287,0.19
train_86288,0.1
train_86289,0.01
train_86290,0.09
train_86291,0.21
train_86292,0.07
train_86293,0.33
train_86294,0.26
train_86295,0.1
train_86296,0.16
train_86297,0.05
train_86298,0.04
train_86299,0.16
train_86300,0.27
train_86301,0.09
train_86302,0.07
train_86303,0.03
train_86304,0.26
train_86305,0.19
train_86306,0.24
train_86307,0.07
train_86308,0.12
train_86309,0.18
train_86310,0.16
train_86311,0.2
train_86312,0.08
train_86313,0.1
train_86314,0.11
